"","Scientific_Name","Duration","Active_Growth_Period","Foliage_Color","pH_Min","pH_Max","Precip_Min","Precip_Max","Shade_Tolerance","Temp_Min_F"
"4483","Spartina alterniflora","Perennial","Spring and Summer","Green",5.4,7,40,100,"Intolerant",-23
"4484","Spartina ×caespitosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4485","Spartina cynosuroides","Perennial","Spring and Summer","Green",5.8,7.5,40,60,"Intolerant",-3
"4486","Spartina patens","Perennial","Spring and Summer","Green",5.5,7.5,36,65,"Intolerant",-3
"4487","Spartina pectinata","Perennial","Spring and Summer","Green",6,8.5,14,35,"Intolerant",-38
"4488","Spergula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4489","Spergula arvensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4490","Spergularia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4491","Spergularia rubra","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4492","Spergularia salina","Annual, Biennial, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4493","Spermacoce",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4494","Spermacoce glabra","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4495","Spermolepis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4496","Spermolepis inermis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4497","Sphaeralcea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4498","Sphaeralcea angustifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4499","Sphagnum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4500","Sphagnum atlanticum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4501","Sphagnum compactum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4502","Sphenopholis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503","Sphenopholis intermedia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4504","Sphenopholis nitida","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4505","Sphenopholis obtusata","Annual, Perennial","Spring","Green",5,7.5,10,60,"Intermediate",-43
"4506","Sphenopholis pensylvanica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4507","Spigelia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4508","Spigelia marilandica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4509","Spiraea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4510","Spiraea alba","Perennial","Spring and Summer","Green",4.3,6.8,18,55,"Intermediate",-33
"4511","Spiraea alba var. alba","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4512","Spiraea alba var. latifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4513","Spiraea betulifolia","Perennial","Spring and Summer","Green",6,7.5,14,24,"Tolerant",-38
"4514","Spiraea betulifolia var. corymbosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4515","Spiraea ×billiardii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4516","Spiraea japonica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4517","Spiraea japonica var. fortunei","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4518","Spiraea prunifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4519","Spiraea thunbergii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4520","Spiraea tomentosa","Perennial","Spring and Summer","Green",4.5,7,30,60,"Intolerant",-33
"4521","Spiraea ×vanhouttei","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4522","Spiranthes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4523","Spiranthes cernua","Perennial","Spring and Summer","Green",4.5,6.5,24,55,"Intolerant",-38
"4524","Spiranthes lacera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4525","Spiranthes lacera var. gracilis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4526","Spiranthes lacera var. lacera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4527","Spiranthes laciniata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4528","Spiranthes lucida","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4529","Spiranthes ochroleuca","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4530","Spiranthes odorata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4531","Spiranthes ovalis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4532","Spiranthes ovalis var. erostellata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4533","Spiranthes praecox","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4534","Spiranthes tuberosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4535","Spiranthes vernalis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4536","Spirodela",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4537","Spirodela polyrrhiza","Perennial","Spring","Green",5,8.6,12,55,"Intermediate",-38
"4538","Sporobolus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4539","Sporobolus clandestinus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4540","Sporobolus compositus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4541","Sporobolus compositus var. compositus","Perennial","Spring and Summer","Green",5.5,7,16,50,"Intolerant",-38
"4542","Sporobolus heterolepis","Perennial","Spring and Summer","Green",6,7.2,20,35,"Intermediate",-38
"4543","Sporobolus indicus","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4544","Sporobolus indicus var. indicus","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4545","Sporobolus neglectus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4546","Sporobolus pyramidatus","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4547","Sporobolus vaginiflorus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4548","Sporobolus vaginiflorus var. vaginiflorus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4549","Sporobolus virginicus","Perennial","Year Round","Green",6,8,20,40,"Intermediate",17
"4550","Stachys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4551","Stachys aspera","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4552","Stachys clingmanii","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4553","Stachys cordata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4554","Stachys hyssopifolia","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4555","Stachys latidens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4556","Stachys longispicata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4557","Stachys palustris","Perennial","Spring and Summer","Dark Green",5.7,8,14,55,"Intermediate",-38
"4558","Stachys tenuifolia","Perennial","Spring and Summer","Green",5.7,7.4,28,55,"Tolerant",-33
"4559","Staphylea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4560","Staphylea trifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4561","Stellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4562","Stellaria alsine","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4563","Stellaria borealis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4564","Stellaria borealis ssp. borealis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4565","Stellaria graminea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4566","Stellaria longifolia","Perennial","Spring and Summer","Dark Green",4,6.5,14,55,"Tolerant",-38
"4567","Stellaria longifolia var. longifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4568","Stellaria longipes","Perennial","Spring","Green",4.8,8.5,10,55,"Intermediate",-33
"4569","Stellaria longipes ssp. longipes","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4570","Stellaria media","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4571","Stellaria media ssp. media","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4572","Stellaria pubera","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4573","Stenanthium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4574","Stenanthium gramineum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4575","Stenanthium gramineum var. gramineum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4576","Stenanthium gramineum var. robustum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4577","Streptopus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4578","Streptopus amplexifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4579","Streptopus amplexifolius var. amplexifolius","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4580","Streptopus lanceolatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4581","Streptopus lanceolatus var. lanceolatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4582","Streptopus lanceolatus var. roseus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4583","Strophostyles",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4584","Strophostyles helvola","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4585","Strophostyles leiosperma","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4586","Strophostyles umbellata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4587","Stuckenia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4588","Stuckenia pectinata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4589","Stylophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4590","Stylophorum diphyllum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4591","Stylosanthes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4592","Stylosanthes biflora","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4593","Styphnolobium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4594","Styphnolobium japonicum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4595","Suaeda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4596","Suaeda linearis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4597","Suaeda maritima","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4598","Suaeda maritima ssp. maritima","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4599","Symphoricarpos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4600","Symphoricarpos albus","Perennial","Spring and Summer","Green",6,7.8,12,45,"Intolerant",-38
"4601","Symphoricarpos albus var. albus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4602","Symphoricarpos albus var. laevigatus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4603","Symphoricarpos occidentalis","Perennial","Spring","Green",6.6,8,12,45,"Intermediate",-36
"4604","Symphoricarpos orbiculatus","Perennial","Spring and Summer","Green",5.5,7.5,15,60,"Intermediate",-23
"4605","Symphyotrichum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4606","Symphyotrichum ×amethystinum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4607","Symphyotrichum concolor","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4608","Symphyotrichum cordifolium","Perennial","Spring, Summer, Fall","Gray-Green",5.7,7.5,16,50,"Intolerant",-38
"4609","Symphyotrichum depauperatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4610","Symphyotrichum drummondii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4611","Symphyotrichum drummondii var. drummondii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4612","Symphyotrichum dumosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4613","Symphyotrichum dumosum var. dumosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4614","Symphyotrichum dumosum var. strictior","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4615","Symphyotrichum dumosum var. subulifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4616","Symphyotrichum ericoides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4617","Symphyotrichum ericoides var. ericoides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4618","Symphyotrichum laeve","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4619","Symphyotrichum laeve var. concinnum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4620","Symphyotrichum laeve var. laeve","Perennial","Spring and Summer","Green",5.8,7.8,20,35,"Intolerant",-43
"4621","Symphyotrichum lanceolatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4622","Symphyotrichum lanceolatum ssp. lanceolatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4623","Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4624","Symphyotrichum lanceolatum ssp. lanceolatum var. latifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4625","Symphyotrichum lateriflorum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4626","Symphyotrichum lateriflorum var. horizontale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4627","Symphyotrichum lateriflorum var. lateriflorum","Perennial","Spring, Summer, Fall","Green",5.2,7.2,26,60,"Intolerant",-38
"4628","Symphyotrichum lowrieanum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4629","Symphyotrichum novae-angliae","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4630","Symphyotrichum novi-belgii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4631","Symphyotrichum novi-belgii var. elodes","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4632","Symphyotrichum novi-belgii var. novi-belgii","Perennial","Spring, Summer, Fall","Green",5.5,7,40,60,"Intolerant",-33
"4633","Symphyotrichum oblongifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4634","Symphyotrichum patens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4635","Symphyotrichum patens var. gracile","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4636","Symphyotrichum patens var. patens","Perennial","Spring, Summer, Fall","Dark Green",4.9,6.9,30,55,"Tolerant",-38
"4637","Symphyotrichum phlogifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4638","Symphyotrichum pilosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4639","Symphyotrichum pilosum var. pilosum","Perennial","Spring, Summer, Fall","Green",5.4,7,28,50,"Tolerant",-33
"4640","Symphyotrichum pilosum var. pringlei","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4641","Symphyotrichum praealtum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4642","Symphyotrichum praealtum var. angustior","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4643","Symphyotrichum prenanthoides","Perennial","Spring, Summer, Fall","Green",5.5,7.2,30,50,"Intolerant",-38
"4644","Symphyotrichum puniceum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4645","Symphyotrichum puniceum var. puniceum","Perennial","Spring, Summer, Fall","Green",4.5,7.5,17,25,"Intolerant",-35
"4646","Symphyotrichum racemosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4647","Symphyotrichum shortii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4648","Symphyotrichum subulatum","Annual, Biennial","Spring, Summer, Fall","Green",5.6,7,16,50,"Intolerant",-3
"4649","Symphyotrichum tenuifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4650","Symphyotrichum undulatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4651","Symphyotrichum urophyllum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4652","Symphytum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4653","Symphytum asperum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4654","Symphytum officinale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4655","Symplocarpus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4656","Symplocarpus foetidus","Perennial","Spring","Green",4,7,40,60,"Tolerant",-33
"4657","Symplocos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4658","Symplocos tinctoria","Perennial","Spring and Summer","Yellow-Green",4.5,6.5,40,100,"Tolerant",-22
"4659","Syringa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4660","Syringa ×persica","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4661","Syringa vulgaris","Perennial","Spring and Summer","Green",5.8,7.8,30,50,"Intermediate",-38
"4662","Taenidia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4663","Taenidia integerrima","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4664","Taenidia montana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4665","Tagetes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4666","Tagetes erecta","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4667","Tagetes minuta","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4668","Tagetes pusilla","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4669","Tanacetum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4670","Tanacetum balsamita","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4671","Tanacetum parthenium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4672","Tanacetum vulgare","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4673","Taraxacum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4674","Taraxacum laevigatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4675","Taraxacum officinale","Perennial","Spring and Fall","Green",4.8,7.5,12,55,"Intermediate",-38
"4676","Taraxacum officinale ssp. officinale","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4677","Taxodium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4678","Taxodium distichum","Perennial","Spring and Summer","Green",4.5,6,40,65,"Intermediate",-18
"4679","Taxus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4680","Taxus canadensis","Perennial","Spring and Summer","Green",5.3,7.5,12,50,"Tolerant",-28
"4681","Teesdalia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4682","Teesdalia nudicaulis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4683","Tephrosia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4684","Tephrosia purpurea","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4685","Tephrosia spicata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4686","Tephrosia virginiana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4687","Teucrium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4688","Teucrium canadense","Perennial","Spring and Summer","White-Gray",4.5,8,20,60,"Intermediate",-43
"4689","Teucrium canadense var. canadense","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4690","Teucrium laciniatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4691","Thalictrum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4692","Thalictrum coriaceum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4693","Thalictrum dioicum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4694","Thalictrum macrostylum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4695","Thalictrum pubescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4696","Thalictrum revolutum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4697","Thalictrum thalictroides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4698","Thaspium",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4699","Thaspium barbinode","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4700","Thaspium trifoliatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4701","Thaspium trifoliatum var. aureum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4702","Thelypteris",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4703","Thelypteris noveboracensis","Perennial","Spring","Yellow-Green",4,7,30,60,"Tolerant",-28
"4704","Thelypteris palustris","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4705","Thelypteris palustris var. pubescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4706","Thelypteris simulata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4707","Themeda",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4708","Themeda arguens","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4709","Thermopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4710","Thermopsis villosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4711","Thlaspi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4712","Thlaspi alliaceum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4713","Thlaspi arvense","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4714","Thuja",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4715","Thuja occidentalis","Perennial","Spring and Summer","Green",5.2,7,35,55,"Intermediate",-33
"4716","Thymus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717","Thymus praecox","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4718","Thymus praecox ssp. arcticus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4719","Thymus pulegioides","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4720","Tiarella",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4721","Tiarella cordifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4722","Tiarella cordifolia var. collina","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4723","Tiarella cordifolia var. cordifolia","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4724","Tilia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4725","Tilia americana","Perennial","Spring and Summer","Green",4.5,7.5,21,80,"Tolerant",-46
"4726","Tilia americana var. americana","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4727","Tilia americana var. heterophylla","Perennial","Spring and Summer","Green",5,6.6,35,80,"Tolerant",-21
"4728","Tilia cordata","Perennial","Spring and Summer","Green",4.8,7.2,30,60,"Intermediate",-33
"4729","Tillandsia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4730","Tillandsia usneoides","Perennial","Spring and Summer","White-Gray",6,6.9,40,75,"Tolerant",22
"4731","Tipularia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4732","Tipularia discolor","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4733","Toona",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4734","Toona ciliata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4735","Toona ciliata ssp. ciliata","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4736","Toona ciliata ssp. ciliata var. australis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4737","Torilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4738","Torilis arvensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4739","Torilis arvensis ssp. arvensis","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4740","Torilis japonica","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4741","Torilis nodosa","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4742","Torreyochloa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4743","Torreyochloa pallida","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4744","Torreyochloa pallida var. pallida","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4745","Toxicodendron",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4746","Toxicodendron pubescens","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4747","Toxicodendron radicans","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4748","Toxicodendron radicans ssp. negundo","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4749","Toxicodendron radicans ssp. radicans","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4750","Toxicodendron rydbergii","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4751","Toxicodendron vernix","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4752","Trachelospermum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4753","Trachelospermum difforme","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4754","Tradescantia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4755","Tradescantia ohiensis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4756","Tradescantia virginiana","Perennial","Spring","Green",4,8,25,55,"Intermediate",-38
"4757","Tragopogon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4758","Tragopogon dubius","Annual, Biennial","Spring and Summer","Green",6.5,7.5,6,40,"Intolerant",-28
"4759","Tragopogon lamottei","Biennial",NA,NA,NA,NA,NA,NA,NA,NA
"4760","Tragopogon porrifolius","Biennial","Spring and Summer","Green",5.2,7.8,14,55,"Intermediate",-28
"4761","Tragus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4762","Tragus racemosus","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4763","Trapa",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4764","Trapa natans","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4765","Trautvetteria",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766","Trautvetteria caroliniensis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4767","Trautvetteria caroliniensis var. caroliniensis","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4768","Triadenum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4769","Triadenum fraseri","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4770","Triadenum tubulosum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4771","Triadenum virginicum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4772","Triadenum walteri","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4773","Triantha",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4774","Triantha glutinosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4775","Triantha racemosa","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4776","Trianthema",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4777","Trianthema portulacastrum","Annual, Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4778","Tribulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4779","Tribulus terrestris","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4780","Trichomanes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4781","Trichomanes intricatum","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4782","Trichophorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4783","Trichophorum planifolium","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
"4784","Trichostema",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4785","Trichostema brachiatum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4786","Trichostema dichotomum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4787","Trichostema setaceum","Annual",NA,NA,NA,NA,NA,NA,NA,NA
"4788","Tridens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4789","Tridens flavus","Perennial","Summer","Green",4.5,6.5,17,60,"Intolerant",-23
"4790","Tridens flavus var. flavus","Perennial",NA,NA,NA,NA,NA,NA,NA,NA
